,model,dataset,num_layers,self_loops,run,train_loss,train_acc,test_acc,time
24285,GCN,Amazon-Ratings,6,True,5,1.336748123168945,0.422170052056752,0.4201714985708452,1.41337251663208
24286,GCN,Roman-Empire,6,True,5,2.427299976348877,0.1794263651406508,0.1796116504854369,0.6600193977355957
24287,GCN,Minesweeper,6,True,5,0.4727536737918854,0.798875,0.8045,0.4959886074066162
24288,GCN,Planetoid: Cora,6,True,6,0.2158798575401306,0.9362880886426592,0.8671586715867159,0.7781214714050293
24289,GCN,Planetoid: CiteSeer,6,True,6,0.3568167686462402,0.8593213877239801,0.7332317073170732,0.8107337951660156
24290,GCN,Planetoid: PubMed,6,True,6,0.3977972567081451,0.8531127171294536,0.8521430382957139,0.792966365814209
24291,GCN,CitationFull: DBLP,6,True,6,0.3141908943653106,0.8785013758554999,0.847304544171606,0.7366907596588135
24292,GCN,Amazon: Computers,6,True,6,1.0338010787963867,0.682564721165445,0.6726057906458798,1.5281689167022705
24293,GCN,Amazon: Photo,6,True,6,0.5207025408744812,0.8556735235567352,0.8573324485733245,1.0408544540405271
24294,GCN,Coauthor: CS,6,True,6,0.2888222932815552,0.9182462839219964,0.911098991000818,0.9715819358825684
24295,GCN,Wikipedia: Chameleon,6,True,6,1.1313587427139282,0.54006586169045,0.5142857142857142,0.6130266189575195
24296,GCN,Wikipedia: Squirrel,6,True,6,1.491870641708374,0.3479932708483537,0.3173076923076923,1.9594976902008057
24297,GCN,Actor,6,True,6,1.575894832611084,0.2555921052631579,0.2703947368421052,0.3487298488616943
24298,GCN,Airports: USA,6,True,6,0.8814648985862732,0.7027310924369747,0.6260504201680672,0.3211491107940674
24299,GCN,Airports: Europe,6,True,6,1.0668540000915527,0.5203761755485894,0.4375,0.4289290904998779
24300,GCN,Airports: Brazil,6,True,6,0.9543322324752808,0.4380952380952381,0.3076923076923077,0.472867488861084
24301,GCN,Twitch: DE,6,True,6,0.5958252549171448,0.6757041326664912,0.6589473684210526,1.6147150993347168
24302,GCN,Twitch: EN,6,True,6,0.6224135160446167,0.6802315383266093,0.6280701754385964,0.5594675540924072
24303,GCN,Twitch: RU,6,True,6,0.5071518421173096,0.7557012542759407,0.7514253135689852,0.5163180828094482
24304,GCN,WebKB: Cornell,6,True,6,0.9075894355773926,0.589041095890411,0.3513513513513513,0.4936628341674804
24305,GCN,WebKB: Texas,6,True,6,0.9391316175460817,0.6643835616438356,0.6486486486486487,0.5423896312713623
24306,GCN,WebKB: Wisconsin,6,True,6,0.951941192150116,0.6318407960199005,0.36,0.4888582229614258
